DoctorID,Name,Specialization,Diseases,Experience,Location,Rating
Doc248,Finn Parsa,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",22,Agra,2.1
Doc249,Charita Kari,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",10,Mumbai,3
Doc250,Karan Bakshi,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",12,Indore,1.9
Doc251,Pranav Narayanan,Urologist,Urinary tract infection,10,Agra,2.3
Doc252,Faras Prasad,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",3,Delhi,3.4
Doc253,Ekbal Memon,Rheumatologist,Arthritis,19,Pune,3.2
Doc254,Adweta Cherian,Allergist/Immunologist,"Allergy, Drug Reaction",1,Surat,1.5
Doc255,Om Peri,Rheumatologist,Arthritis,23,Hyderabad,1.2
Doc256,Riya Suri,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",17,Bangalore,2.1
Doc257,Gavin Pai,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",31,Delhi,3.5
Doc258,Damini Lalla,Rheumatologist,Arthritis,16,Kanpur,1.5
Doc259,Madhav Om,Rheumatologist,Arthritis,2,Surat,3.5
Doc260,Gayathri Rai,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",24,Surat,5
Doc261,Qasim Wable,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",28,Nagpur,3.5
Doc262,Nihal Tiwari,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",15,Ludhiana,3.7
Doc263,Isha Ranganathan,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",39,Ahmedabad,1.1
Doc264,Utkarsh Kadakia,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",12,Kolkata,2.7
Doc265,Yashawini Rai,Rheumatologist,Arthritis,11,Agra,4.8
Doc266,Varsha Bahri,Neurologist,"Migraine, Paralysis (brain hemorrhage)",31,Nagpur,2.3
Doc267,Charan Pradhan,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",9,Surat,3.4
Doc268,Wyatt Rege,Neurologist,"Migraine, Paralysis (brain hemorrhage)",6,Delhi,2.7
Doc269,Kiaan Kade,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",25,Hyderabad,4.4
Doc270,Azad Bali,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",12,Hyderabad,3.3
Doc271,Vasudha Pingle,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",32,Kanpur,4.4
Doc272,Aahana Ram,Vascular Surgeon,Varicose veins,23,Agra,2.8
Doc273,Ethan Bhandari,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",7,Agra,4.9
Doc274,Lohit Chakraborty,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",33,Kolkata,4.6
Doc275,Nihal Balakrishnan,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",34,Agra,4.6
Doc276,Ishwar Choudhury,Neurologist,"Migraine, Paralysis (brain hemorrhage)",3,Delhi,2.4
Doc277,Bakhshi Srinivasan,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",22,Ahmedabad,4.6
Doc278,Dhruv Gokhale,Vascular Surgeon,Varicose veins,20,Patna,3.3
Doc279,Siddharth Devi,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",21,Agra,3.9
Doc280,Sarthak Toor,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",32,Agra,1.2
Doc281,Shaurya Seth,Rheumatologist,Arthritis,12,Chennai,1.1
Doc282,Siddharth Narang,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",21,Nagpur,2.8
Doc283,Falak Sehgal,Allergist/Immunologist,"Allergy, Drug Reaction",9,Delhi,3.3
Doc284,Pratyush Cheema,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",27,Lucknow,2.6
Doc285,Madhav Om,Cardiologist,"Hypertension, Heart attack",12,Kolkata,3.4
Doc286,Veda Khatri,Urologist,Urinary tract infection,9,Agra,1.8
Doc287,Veda Dada,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",14,Ahmedabad,3.3
Doc288,Hritik Rout,Cardiologist,"Hypertension, Heart attack",2,Kanpur,3.3
Doc289,Vedant Varkey,Proctologist,Dimorphic hemorrhoids (piles),22,Surat,4.7
Doc290,Ekavir Upadhyay,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",14,Patna,1.5
Doc291,Theodore Ahluwalia,Urologist,Urinary tract infection,24,Nagpur,2.9
Doc292,Avi Soni,Proctologist,Dimorphic hemorrhoids (piles),16,Surat,3.4
Doc293,Ubika Ratta,Proctologist,Dimorphic hemorrhoids (piles),12,Delhi,1.5
Doc294,Agastya Grover,Proctologist,Dimorphic hemorrhoids (piles),38,Surat,4.7
Doc295,Darpan De,Urologist,Urinary tract infection,18,Kolkata,4.4
Doc296,Anika Bhatia,Urologist,Urinary tract infection,20,Bhopal,3.5
Doc297,Yamini Gole,Allergist/Immunologist,"Allergy, Drug Reaction",31,Bangalore,1.4
Doc298,Hemal Kaul,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",6,Nagpur,2
Doc299,Akshay Memon,Vascular Surgeon,Varicose veins,31,Lucknow,4.9
Doc300,Daksha Shenoy,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",40,Patna,1.9
Doc301,Ojasvi Mand,Cardiologist,"Hypertension, Heart attack",25,Agra,3.8
Doc302,Netra Manda,Rheumatologist,Arthritis,14,Bhopal,2.7
Doc303,Pooja Sahni,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",33,Pune,4.9
Doc304,Faraj Bandi,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",9,Bhopal,3.9
Doc305,Nihal Dhingra,Vascular Surgeon,Varicose veins,34,Nagpur,1.3
Doc306,Aditya Kara,Vascular Surgeon,Varicose veins,9,Patna,1.9
Doc307,Veer Bumb,Urologist,Urinary tract infection,25,Mumbai,2.2
Doc308,Vedhika Bhavsar,Rheumatologist,Arthritis,33,Bhopal,1.1
Doc309,Luke Palan,Vascular Surgeon,Varicose veins,32,Kanpur,2.2
Doc310,Anika Gara,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",15,Ahmedabad,4.6
Doc311,Siddharth Nagy,Rheumatologist,Arthritis,21,Bangalore,4.8
Doc312,Avni Dugar,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",15,Surat,3.3
Doc313,Hamsini Bajwa,Allergist/Immunologist,"Allergy, Drug Reaction",27,Lucknow,3
Doc314,Ayushman Chandran,Neurologist,"Migraine, Paralysis (brain hemorrhage)",7,Jaipur,4.9
Doc315,Lipika Sani,Allergist/Immunologist,"Allergy, Drug Reaction",20,Bhopal,4.2
Doc316,Victor Gupta,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",17,Bhopal,2.1
Doc317,Yutika Ramaswamy,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",3,Ludhiana,3
Doc318,Ganga Taneja,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",39,Ahmedabad,4.7
Doc319,Gaurangi Bahri,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",22,Kanpur,1.9
Doc320,Reyansh Hari,Proctologist,Dimorphic hemorrhoids (piles),5,Kolkata,4.4
Doc321,Wyatt Mallick,Allergist/Immunologist,"Allergy, Drug Reaction",26,Kolkata,4.7
Doc322,Matthew Lal,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",7,Bangalore,1.8
Doc323,Ishanvi Konda,Rheumatologist,Arthritis,4,Pune,3.6
Doc324,Tanay Zacharia,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",37,Ludhiana,3.6
Doc325,Onveer Bose,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",33,Agra,3.9
Doc326,Yachana Murthy,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",37,Nagpur,2.6
Doc327,Kritika Korpal,Vascular Surgeon,Varicose veins,3,Ahmedabad,5
Doc328,Sneha Narain,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",23,Kolkata,4.9
Doc329,Brinda Venkataraman,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",29,Bangalore,3.2
Doc330,Rushil Bir,Cardiologist,"Hypertension, Heart attack",6,Delhi,2.4
Doc331,Pratyush Wagle,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",8,Patna,2.7
Doc332,Ikbal Date,Vascular Surgeon,Varicose veins,31,Surat,1.2
Doc333,Bahadurjit Raja,Neurologist,"Migraine, Paralysis (brain hemorrhage)",20,Indore,4.9
Doc334,Zinal Dutta,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",25,Patna,1.1
Doc335,Bachittar Vig,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",6,Agra,4.5
Doc336,Zilmil Parekh,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",18,Bangalore,2.1
Doc337,Gabriel Bal,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",31,Pune,3.6
Doc338,Pratyush Borra,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",2,Bhopal,3.6
Doc339,Samar Parekh,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",9,Patna,3.6
Doc340,Shaurya Krishnan,Neurologist,"Migraine, Paralysis (brain hemorrhage)",37,Indore,4.4
Doc341,Panini Mane,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",21,Hyderabad,1.8
Doc342,Manbir Seshadri,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",21,Indore,1.4
Doc343,Tanay Misra,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",38,Patna,1.2
Doc344,Champak Mistry,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",27,Surat,4.3
Doc345,Advaith Mohanty,Rheumatologist,Arthritis,4,Agra,2.7
Doc346,Kai Dhar,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",16,Nagpur,3.9
Doc347,Ikbal Barad,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",22,Pune,2.9
Doc348,Ronith Gill,Cardiologist,"Hypertension, Heart attack",21,Bhopal,3.5
Doc349,Veer Misra,Vascular Surgeon,Varicose veins,7,Pune,4.4
Doc350,Neha Halder,Rheumatologist,Arthritis,27,Delhi,3.3
Doc351,Pallavi Saraf,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",17,Kanpur,2.5
Doc352,Anamika Bahri,Cardiologist,"Hypertension, Heart attack",38,Hyderabad,4.4
Doc353,Jacob Ahuja,Allergist/Immunologist,"Allergy, Drug Reaction",34,Ahmedabad,1.3
Doc354,Radha Sem,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",11,Ahmedabad,4.8
Doc355,Gaurav Wadhwa,Neurologist,"Migraine, Paralysis (brain hemorrhage)",39,Pune,2.8
Doc356,Avi Garg,Cardiologist,"Hypertension, Heart attack",32,Agra,3.1
Doc357,Tanay Ravi,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",12,Bangalore,2.2
Doc358,Samesh Rout,Urologist,Urinary tract infection,19,Ahmedabad,3.4
Doc359,Peter Baral,Neurologist,"Migraine, Paralysis (brain hemorrhage)",31,Nagpur,1.6
Doc360,Shivani Kothari,Cardiologist,"Hypertension, Heart attack",21,Hyderabad,4
Doc361,Gaurika Khatri,Proctologist,Dimorphic hemorrhoids (piles),8,Agra,1.5
Doc362,Deepa Yohannan,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",35,Hyderabad,4.9
Doc363,Mahika Seshadri,Proctologist,Dimorphic hemorrhoids (piles),23,Ahmedabad,1.9
Doc364,Zinal Halder,Allergist/Immunologist,"Allergy, Drug Reaction",35,Patna,2.7
Doc365,Harita Deshpande,Neurologist,"Migraine, Paralysis (brain hemorrhage)",21,Ludhiana,1.7
Doc366,Vansha Salvi,Proctologist,Dimorphic hemorrhoids (piles),20,Nagpur,3.7
Doc367,Yamini Baria,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",29,Kanpur,2.8
Doc368,Naksh Dora,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",9,Pune,3
Doc369,Madhav Bava,Proctologist,Dimorphic hemorrhoids (piles),9,Kolkata,2.3
Doc370,Xiti Bali,Vascular Surgeon,Varicose veins,10,Kolkata,4.4
Doc371,Gautami Sodhi,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",11,Patna,3.1
Doc372,Qasim Narayan,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",2,Pune,1.4
Doc373,Om Maharaj,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",14,Patna,3.3
Doc374,Chatresh Bhatia,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",32,Jaipur,2.5
Doc375,Netra Misra,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",36,Chennai,1.6
Doc376,Dalbir Virk,Vascular Surgeon,Varicose veins,27,Bhopal,3.8
Doc377,Adya Hegde,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",16,Nagpur,4.6
Doc378,Kashish Sandal,Allergist/Immunologist,"Allergy, Drug Reaction",17,Delhi,2.9
Doc379,Vasatika Gokhale,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",34,Patna,2.7
Doc380,Reva Thaman,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",10,Indore,1.6
Doc381,Darika Iyengar,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",13,Indore,2.9
Doc382,Laban Dewan,Cardiologist,"Hypertension, Heart attack",13,Pune,2.4
Doc383,Frado Mahal,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",34,Indore,4
Doc384,Neelima Grover,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",6,Agra,2
Doc385,Anmol Bains,Allergist/Immunologist,"Allergy, Drug Reaction",38,Bhopal,1.5
Doc386,Ishani Ramanathan,Neurologist,"Migraine, Paralysis (brain hemorrhage)",3,Indore,2
Doc387,Jackson Jhaveri,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",34,Kanpur,4.5
Doc388,Arunima Bandi,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",26,Chennai,3.2
Doc389,Pranav Chokshi,Rheumatologist,Arthritis,13,Lucknow,1.6
Doc390,Onkar Sawhney,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",3,Agra,4.8
Doc391,Avni Sharma,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",1,Bangalore,4.9
Doc392,Shivani Sehgal,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",37,Indore,3.7
Doc393,Ojas Buch,Rheumatologist,Arthritis,33,Indore,2.5
Doc394,Anusha Mutti,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",12,Ahmedabad,1.2
Doc395,Wakeeta Bhasin,Cardiologist,"Hypertension, Heart attack",9,Patna,2.1
Doc396,Bachittar Andra,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",26,Lucknow,2.2
Doc397,Laban Randhawa,Rheumatologist,Arthritis,40,Jaipur,2.6
Doc398,Kamya Venkataraman,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",15,Chennai,3.3
Doc399,Yatan Kar,Proctologist,Dimorphic hemorrhoids (piles),20,Hyderabad,3.9
Doc400,Ekta Bhandari,Rheumatologist,Arthritis,20,Patna,3.4
Doc401,Bahadurjit Buch,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",5,Kanpur,4.2
Doc402,Hemang Handa,Rheumatologist,Arthritis,27,Indore,2.7
Doc403,Hemang Vasa,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",24,Ludhiana,3.9
Doc404,Dayita Dora,Neurologist,"Migraine, Paralysis (brain hemorrhage)",35,Kanpur,4.1
Doc405,Chatresh Karpe,Neurologist,"Migraine, Paralysis (brain hemorrhage)",10,Chennai,1.5
Doc406,Udyati Arya,Urologist,Urinary tract infection,30,Jaipur,1.7
Doc407,Parth Hayre,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",23,Jaipur,4
Doc408,Amruta Goyal,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",28,Jaipur,3.4
Doc409,Triveni Kata,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",12,Pune,1.8
Doc410,Isaac Raval,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",37,Jaipur,2.6
Doc411,Parth Bhandari,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",13,Indore,3
Doc412,Tamanna Hora,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",11,Indore,3.5
Doc413,Janya Oak,Rheumatologist,Arthritis,28,Mumbai,3.8
Doc414,Aarnav Yohannan,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",1,Mumbai,4.7
Doc415,Anita Sundaram,Proctologist,Dimorphic hemorrhoids (piles),3,Nagpur,3.7
Doc416,Janya Prabhakar,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",6,Indore,3.8
Doc417,Warinder Rajan,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",13,Ludhiana,2.4
Doc418,Zaid Kalla,Allergist/Immunologist,"Allergy, Drug Reaction",28,Jaipur,1
Doc419,Mohini Chahal,Urologist,Urinary tract infection,9,Indore,1.3
Doc420,Noah Ravel,Rheumatologist,Arthritis,3,Kanpur,1.6
Doc421,Anamika Raj,Allergist/Immunologist,"Allergy, Drug Reaction",5,Kolkata,3
Doc422,Umang Varughese,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",26,Nagpur,2.9
Doc423,Arunima Bhatti,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",15,Nagpur,4.2
Doc424,Omkaar Raval,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",2,Bhopal,4.8
Doc425,Aryan Krish,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",10,Pune,1.8
Doc426,Chakrika Thakur,Allergist/Immunologist,"Allergy, Drug Reaction",27,Lucknow,1
Doc427,Nirja Bhasin,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",7,Ahmedabad,1.1
Doc428,Yahvi Saini,Rheumatologist,Arthritis,39,Hyderabad,3.3
Doc429,Gaurav Mital,Cardiologist,"Hypertension, Heart attack",27,Patna,2.1
Doc430,Tarak Chawla,Neurologist,"Migraine, Paralysis (brain hemorrhage)",30,Surat,3.6
Doc431,Gabriel Sankar,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",40,Mumbai,3.5
Doc432,Chaitaly Badami,Neurologist,"Migraine, Paralysis (brain hemorrhage)",29,Mumbai,1.8
Doc433,Anusha Savant,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",9,Delhi,1.2
Doc434,Inaya Pandya,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",7,Patna,3.9
Doc435,Avi Kakar,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",21,Hyderabad,3.4
Doc436,Ucchal Chowdhury,Urologist,Urinary tract infection,10,Hyderabad,4.9
Doc437,Yochana Chand,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",4,Ludhiana,4.6
Doc438,Dayamai Ganesh,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",6,Delhi,1.8
Doc439,Urishilla Walia,Urologist,Urinary tract infection,11,Bhopal,4.9
Doc440,Yashoda Dora,Urologist,Urinary tract infection,29,Patna,1.4
Doc441,Tristan Tara,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",3,Bhopal,3.6
Doc442,Eta Thaman,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",8,Surat,1.3
Doc443,Manya Buch,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",29,Lucknow,2.7
Doc444,Ati Narain,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",24,Delhi,3.7
Doc445,Shivansh Jaggi,Proctologist,Dimorphic hemorrhoids (piles),18,Ludhiana,1.1
Doc446,Ayush Chander,Infectious Disease Specialist,"AIDS, Malaria, Chicken pox, Dengue, Typhoid",36,Indore,4.8
Doc447,Henry Panchal,Neurologist,"Migraine, Paralysis (brain hemorrhage)",16,Jaipur,4.5
Doc448,Vedhika Bala,Cardiologist,"Hypertension, Heart attack",27,Jaipur,2.6
Doc449,Rohan Deshpande,Proctologist,Dimorphic hemorrhoids (piles),22,Pune,4.7
Doc450,Ranbir More,Allergist/Immunologist,"Allergy, Drug Reaction",40,Patna,3
Doc451,Ekansh Sundaram,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",6,Ahmedabad,3.6
Doc452,Chaitaly Sridhar,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",4,Ahmedabad,1.5
Doc453,Nihal Pathak,Cardiologist,"Hypertension, Heart attack",33,Nagpur,1.7
Doc454,Dhruv Raghavan,Neurologist,"Migraine, Paralysis (brain hemorrhage)",9,Nagpur,3.2
Doc455,Dev Trivedi,Urologist,Urinary tract infection,28,Ahmedabad,2.1
Doc456,Azad Bandi,Rheumatologist,Arthritis,23,Agra,1.9
Doc457,Yug Thaman,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",31,Ludhiana,2.5
Doc458,Radha Saini,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",17,Hyderabad,2.2
Doc459,Rachana Gopal,Proctologist,Dimorphic hemorrhoids (piles),34,Chennai,4.3
Doc460,Oscar Edwin,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",18,Ludhiana,2.8
Doc461,Daksha Prashad,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",28,Chennai,5
Doc462,Theodore Parmer,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",13,Ludhiana,3.6
Doc463,Vedika Badami,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",28,Nagpur,3.8
Doc464,Nidra Prashad,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",28,Surat,3.4
Doc465,Yamini Kibe,Allergist/Immunologist,"Allergy, Drug Reaction",22,Ahmedabad,3.8
Doc466,Bachittar Pradhan,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",38,Chennai,4.8
Doc467,Ria Hans,Cardiologist,"Hypertension, Heart attack",13,Mumbai,1.2
Doc468,Vincent Mohanty,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",35,Ludhiana,4
Doc469,Janya Kaul,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",13,Indore,3.1
Doc470,Anvi Ghose,Vascular Surgeon,Varicose veins,24,Agra,4.6
Doc471,Aahana Dewan,Neurologist,"Migraine, Paralysis (brain hemorrhage)",12,Surat,4.5
Doc472,Neel Badal,Vascular Surgeon,Varicose veins,17,Bangalore,1.9
Doc473,Kavya Shere,Urologist,Urinary tract infection,31,Ahmedabad,4.2
Doc474,Kai Bath,ENT Specialist,"Common Cold, (vertigo) Paroxysmal Positional Vertigo",26,Surat,2.9
Doc475,Devansh Randhawa,Pulmonologist,"Bronchial Asthma, Tuberculosis, Pneumonia",37,Nagpur,1.4
Doc476,Kashvi Konda,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",29,Jaipur,3.5
Doc477,Wyatt Kapur,Cardiologist,"Hypertension, Heart attack",27,Bhopal,4.1
Doc478,Kavya Srinivas,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",27,Nagpur,1.7
Doc479,Idika Tata,Orthopedic Specialist,"Cervical spondylosis, Osteoarthritis",26,Mumbai,4.5
Doc480,Falguni Mahajan,Dermatologist,"Fungal infection, Acne, Psoriasis, Impetigo",25,Hyderabad,4
Doc481,Jatin Srivastava,Neurologist,"Migraine, Paralysis (brain hemorrhage)",23,Patna,4.6
Doc482,Watika Wadhwa,Endocrinologist,"Diabetes, Hypothyroidism, Hyperthyroidism, Hypoglycemia",14,Patna,1.4
Doc483,Ekta Pandey,Neurologist,"Migraine, Paralysis (brain hemorrhage)",24,Kanpur,3.2
Doc484,Ijaya Balan,Gastroenterologist,"GERD, Peptic ulcer disease, Gastroenteritis",33,Hyderabad,2.3
Doc485,Fariq Chaudhary,Proctologist,Dimorphic hemorrhoids (piles),37,Nagpur,3.5
Doc486,Zayyan Tak,Allergist/Immunologist,"Allergy, Drug Reaction",37,Delhi,2.5
Doc487,Lakshit Pillai,Cardiologist,"Hypertension, Heart attack",38,Mumbai,4
Doc488,Wishi Iyer,Urologist,Urinary tract infection,18,Ludhiana,3.8
Doc489,Vivaan Bakshi,Urologist,Urinary tract infection,5,Agra,2.3
Doc490,Lavanya Saini,Hepatologist,"Chronic cholestasis, Jaundice, hepatitis A, Hepatitis B, Hepatitis C, Hepatitis D, Hepatitis E, Alcoholic hepatitis",15,Mumbai,2.7
